"REF_DATE","GEO","DGUID","Economic family type","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","116300","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","122200","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","121800","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","107700","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","118100","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","126700","B","","","0"
"2023","Vancouver, British Columbia","2021S0503933","Couples","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434011","21.7.1.4","127300","B","","","0"
"2000","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","122000","C","","","0"
"2001","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","113400","C","","","0"
"2002","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","110100","C","","","0"
"2003","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","114200","C","","","0"
"2004","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","108100","C","","","0"
"2005","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","110100","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","128400","C","","","0"
"2007","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","137400","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","123800","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","118000","C","","","0"
"2010","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","126000","C","","","0"
"2011","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","125600","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","126600","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","144800","D","","","0"
"2014","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","143600","D","","","0"
"2015","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","145300","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","135500","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","138500","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","153500","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","147400","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","152000","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","149400","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","155700","B","","","0"
"2023","Vancouver, British Columbia","2021S0503933","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434071","21.8.1.4","153400","A","","","0"
"2000","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","136000","D","","","0"
"2001","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","143900","C","","","0"
"2002","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","134000","D","","","0"
"2003","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","142600","D","","","0"
"2004","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","137100","D","","","0"
"2005","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","131400","D","","","0"
"2006","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","146900","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","157400","D","","","0"
"2008","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","174800","D","","","0"
"2009","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","193300","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","190000","D","","","0"
"2011","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","155400","D","","","0"
"2012","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","179400","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","185600","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","160800","D","","","0"
"2015","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","160300","D","","","0"
"2016","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","165600","D","","","0"
"2017","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","171200","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","157000","D","","","0"
"2019","Vancouver, British Columbia","2021S0503933","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96434131","21.9.1.4","182100","D","","","0"
